datetime,uid,event
2015-09-05 08:10:55,13266,signup
2015-09-05 08:15:00,10424,visit
2015-09-05 08:15:41,13881,signup
2015-09-05 08:16:46,12607,signup
2015-09-05 08:18:30,9367,visit
2015-09-05 08:19:51,11985,signup
2015-09-05 08:20:45,12031,signup
2015-09-05 08:21:14,3786,visit
2015-09-05 08:24:40,13077,signup
2015-09-05 08:27:36,13952,signup
2015-09-05 08:28:27,6018,visit
2015-09-05 08:29:38,9733,visit
2015-09-05 08:30:13,7722,visit
2015-09-05 08:31:00,12177,signup
2015-09-05 08:31:25,12433,signup
2015-09-05 08:35:07,6427,visit
2015-09-05 08:36:31,13685,signup
2015-09-05 08:38:43,12082,signup
2015-09-05 08:39:16,12366,signup
2015-09-05 08:39:46,9215,visit
2015-09-05 08:40:22,9442,visit
2015-09-05 08:41:39,14077,signup
2015-09-05 08:44:07,8607,visit
2015-09-05 08:44:41,12599,signup
2015-09-05 08:47:38,3023,visit
2015-09-05 08:48:45,12408,signup
2015-09-05 08:51:36,9784,visit
2015-09-05 08:52:41,4967,visit
2015-09-05 08:53:32,1430,visit
2015-09-05 08:56:42,5847,visit
2015-09-05 08:57:06,12970,signup
2015-09-05 08:57:47,12857,signup
2015-09-05 08:59:30,12737,signup
2015-09-05 09:00:08,13655,signup
2015-09-05 09:00:49,9314,visit
2015-09-05 09:05:44,4046,visit
2015-09-05 09:07:26,13897,signup
2015-09-05 09:08:14,13410,signup
2015-09-05 09:10:16,13774,signup
2015-09-05 09:11:48,13594,signup
2015-09-05 09:12:16,6928,visit
2015-09-05 09:13:06,10724,visit
2015-09-05 09:13:28,7192,visit
2015-09-05 09:20:59,13232,signup
2015-09-05 09:21:07,1380,visit
2015-09-05 09:21:58,12535,signup
2015-09-05 09:25:07,13927,signup
2015-09-05 09:28:11,9853,visit
2015-09-05 09:28:31,2495,visit
2015-09-05 09:29:33,11198,visit
2015-09-05 09:33:44,8543,visit
2015-09-05 09:35:18,12719,signup
2015-09-05 09:36:17,5798,visit
2015-09-05 09:37:48,10128,visit
2015-09-05 09:38:01,2587,visit
2015-09-05 09:40:07,6394,visit
2015-09-05 09:40:58,8328,visit
2015-09-05 09:41:38,13593,signup
2015-09-05 09:42:34,6877,visit
2015-09-05 09:44:01,14053,signup
2015-09-05 09:44:07,5308,visit
2015-09-05 09:44:16,7690,visit
2015-09-05 09:44:22,7255,visit
2015-09-05 09:47:06,7622,visit
2015-09-05 09:47:15,12398,signup
2015-09-05 09:47:18,12650,signup
2015-09-05 09:47:30,6244,visit
2015-09-05 09:52:02,11481,visit
2015-09-05 09:52:50,14012,signup
2015-09-05 09:54:53,12813,signup
2015-09-05 09:55:01,4767,visit
2015-09-05 09:56:05,7992,visit
2015-09-05 09:57:28,9628,visit
2015-09-05 09:58:44,10408,visit
2015-09-05 10:01:17,12653,signup
2015-09-05 10:01:45,9750,visit
2015-09-05 10:02:41,13216,signup
2015-09-05 10:03:45,12806,signup
2015-09-05 10:04:20,9531,visit
2015-09-05 10:05:04,14103,signup
2015-09-05 10:06:48,12412,signup
2015-09-05 10:08:10,10406,visit
2015-09-05 10:08:31,10896,visit
2015-09-05 10:09:16,12066,signup
2015-09-05 10:12:31,9836,visit
2015-09-05 10:13:46,4957,visit
2015-09-05 10:15:18,7337,visit
2015-09-05 10:16:03,6121,visit
2015-09-05 10:17:50,2718,visit
2015-09-05 10:19:26,4427,visit
2015-09-05 10:19:33,2510,visit
2015-09-05 10:23:14,9179,visit
2015-09-05 10:23:46,14004,signup
2015-09-05 10:24:04,6239,visit
2015-09-05 10:24:28,2603,visit
2015-09-05 10:24:36,10558,visit
2015-09-05 10:31:34,4471,visit
2015-09-05 10:34:36,2964,visit
2015-09-05 10:35:35,4919,visit
2015-09-05 10:39:29,5806,visit
2015-09-05 10:39:50,7568,visit
2015-09-05 10:42:51,13397,signup
2015-09-05 10:43:32,12746,signup
2015-09-05 10:43:53,12733,signup
2015-09-05 10:50:53,4769,visit
2015-09-05 10:52:49,11953,visit
2015-09-05 10:54:45,11371,visit
2015-09-05 10:55:52,2883,visit
2015-09-05 10:56:59,4903,visit
2015-09-05 10:57:10,3403,visit
2015-09-05 10:57:17,6537,visit
2015-09-05 10:58:46,9694,visit
2015-09-05 11:00:33,7280,visit
2015-09-05 11:02:24,9357,visit
2015-09-05 11:02:44,3049,visit
2015-09-05 11:04:30,12021,signup
2015-09-05 11:04:40,10305,visit
2015-09-05 11:05:17,10705,visit
2015-09-05 11:05:38,14113,signup
2015-09-05 11:06:53,9051,visit
2015-09-05 11:08:33,8684,visit
2015-09-05 11:09:56,5635,visit
2015-09-05 11:11:21,2210,visit
2015-09-05 11:13:19,12520,signup
2015-09-05 11:18:35,13906,signup
2015-09-05 11:19:31,4553,visit
2015-09-05 11:20:38,12216,signup
2015-09-05 11:20:44,12658,signup
2015-09-05 11:21:25,7571,visit
2015-09-05 11:22:46,10215,visit
2015-09-05 11:22:47,12825,signup
2015-09-05 11:23:17,10911,visit
2015-09-05 11:24:47,12265,signup
2015-09-05 11:25:03,13151,signup
2015-09-05 11:26:17,13365,signup
2015-09-05 11:27:00,7587,visit
2015-09-05 11:27:25,12924,signup
2015-09-05 11:27:49,10183,visit
2015-09-05 11:30:57,8476,visit
2015-09-05 11:32:50,13018,signup
2015-09-05 11:33:32,14031,signup
2015-09-05 11:34:21,11696,visit
2015-09-05 11:35:52,13646,signup
2015-09-05 11:42:24,12207,signup
2015-09-05 11:46:20,6706,visit
2015-09-05 11:46:32,2990,visit
2015-09-05 11:50:17,7334,visit
2015-09-05 11:52:59,10886,visit
2015-09-05 11:53:37,13027,signup
2015-09-05 11:55:30,9802,visit
2015-09-05 11:55:45,8734,visit
2015-09-05 11:56:05,2255,visit
2015-09-05 11:58:58,12927,signup
2015-09-05 11:59:12,1796,visit
2015-09-05 12:08:04,13878,signup
2015-09-05 12:09:10,12422,signup
2015-09-05 12:09:14,12365,signup
2015-09-05 12:11:05,11391,visit
2015-09-05 12:12:14,11415,visit
2015-09-05 12:12:51,7991,visit
2015-09-05 12:13:53,7856,visit
2015-09-05 12:14:25,7976,visit
2015-09-05 12:14:38,13288,signup
2015-09-05 12:14:52,8486,visit
2015-09-05 12:16:43,14137,signup
2015-09-05 12:16:59,9143,visit
2015-09-05 12:18:32,7436,visit
2015-09-05 12:20:00,13321,signup
2015-09-05 12:21:34,3953,visit
2015-09-05 12:22:27,10545,visit
2015-09-05 12:23:32,5429,visit
2015-09-05 12:26:29,13071,signup
2015-09-05 12:28:57,3881,visit
2015-09-05 12:29:30,9906,visit
2015-09-05 12:30:12,3240,visit
2015-09-05 12:30:22,7561,visit
2015-09-05 12:31:41,8333,visit
2015-09-05 12:34:48,11339,visit
2015-09-05 12:37:23,9414,visit
2015-09-05 12:37:58,12011,signup
2015-09-05 12:40:41,10531,visit
2015-09-05 12:42:13,12194,signup
2015-09-05 12:42:41,10740,visit
2015-09-05 12:42:44,9829,visit
2015-09-05 12:43:10,13763,signup
2015-09-05 12:43:17,8474,visit
2015-09-05 12:44:11,10178,visit
2015-09-05 12:45:25,5726,visit
2015-09-05 12:45:41,13764,signup
2015-09-05 12:46:12,12057,signup
2015-09-05 12:46:22,7300,visit
2015-09-05 12:49:23,9184,visit
2015-09-05 12:52:20,9057,visit
2015-09-05 12:55:37,2923,visit
2015-09-05 12:55:52,11932,visit
2015-09-05 12:59:21,5724,visit
2015-09-05 12:59:50,8718,visit
2015-09-05 12:59:56,13492,signup
2015-09-05 13:00:25,3636,visit
2015-09-05 13:00:53,11512,visit
2015-09-05 13:00:54,12253,signup
2015-09-05 13:03:47,12776,signup
2015-09-05 13:09:45,3923,visit
2015-09-05 13:10:06,7314,visit
2015-09-05 13:11:51,2212,visit
2015-09-05 13:13:51,13083,signup
2015-09-05 13:15:32,13045,signup
2015-09-05 13:15:33,9971,visit
2015-09-05 13:16:06,9320,visit
2015-09-05 13:19:12,11927,visit
2015-09-05 13:19:39,4250,visit
2015-09-05 13:19:45,12037,signup
2015-09-05 13:20:43,11199,visit
2015-09-05 13:23:04,12406,signup
2015-09-05 13:23:13,4650,visit
2015-09-05 13:27:49,12716,signup
2015-09-05 13:28:10,12968,signup
2015-09-05 13:31:13,10551,visit
2015-09-05 13:31:15,9427,visit
2015-09-05 13:34:09,5516,visit
2015-09-05 13:36:18,12760,signup
2015-09-05 13:38:06,13116,signup
2015-09-05 13:42:25,12937,signup
2015-09-05 13:42:35,2403,visit
2015-09-05 13:44:59,11293,visit
2015-09-05 13:51:31,6170,visit
2015-09-05 13:52:04,10626,visit
2015-09-05 13:53:05,5435,visit
2015-09-05 13:53:52,6222,visit
2015-09-05 13:54:50,4289,visit
2015-09-05 13:58:03,11699,visit
2015-09-05 13:59:39,13574,signup
2015-09-05 14:00:19,6544,visit
2015-09-05 14:01:11,10655,visit
2015-09-05 14:01:34,9150,visit
2015-09-05 14:07:00,4331,visit
2015-09-05 14:10:11,13930,signup
2015-09-05 14:10:17,13006,signup
2015-09-05 14:11:34,5173,visit
2015-09-05 14:13:46,10601,visit
2015-09-05 14:16:19,13061,signup
2015-09-05 14:16:36,11912,visit
2015-09-05 14:17:06,12864,signup
2015-09-05 14:18:11,10246,visit
2015-09-05 14:18:53,10037,visit
2015-09-05 14:19:39,14023,signup
2015-09-05 14:24:55,11825,visit
2015-09-05 14:26:29,12140,signup
2015-09-05 14:27:56,1816,visit
2015-09-05 14:28:02,13142,signup
2015-09-05 14:28:57,7263,visit
2015-09-05 14:29:43,11471,visit
2015-09-05 14:30:03,7175,visit
2015-09-05 14:30:42,8445,visit
2015-09-05 14:31:17,7881,visit
2015-09-05 14:32:20,13547,signup
2015-09-05 14:34:35,11319,visit
2015-09-05 14:35:27,4537,visit
2015-09-05 14:36:15,12374,signup
2015-09-05 14:37:35,13632,signup
2015-09-05 14:37:38,7533,visit
2015-09-05 14:39:33,12838,signup
2015-09-05 14:40:38,13623,signup
2015-09-05 14:41:19,14051,signup
2015-09-05 14:41:22,3406,visit
2015-09-05 14:41:55,5384,visit
2015-09-05 14:43:30,6262,visit
2015-09-05 14:43:38,12388,signup
2015-09-05 14:47:12,12581,signup
2015-09-05 14:49:12,13082,signup
2015-09-05 14:49:17,6553,visit
2015-09-05 14:49:38,10221,visit
2015-09-05 14:50:43,5746,visit
2015-09-05 14:54:03,14014,signup
2015-09-05 14:54:29,13364,signup
2015-09-05 14:55:04,1953,visit
2015-09-05 14:56:01,12228,signup
2015-09-05 14:57:49,10787,visit
2015-09-05 14:59:46,10819,visit
2015-09-05 14:59:58,13226,signup
2015-09-05 15:00:47,2582,visit
2015-09-05 15:02:54,12918,signup
2015-09-05 15:04:28,13538,signup
2015-09-05 15:06:21,13372,signup
2015-09-05 15:06:37,11834,visit
2015-09-05 15:08:42,10073,visit
2015-09-05 15:10:14,14064,signup
2015-09-05 15:12:42,8871,visit
2015-09-05 15:13:58,10637,visit
2015-09-05 15:14:32,9368,visit
2015-09-05 15:14:39,9027,visit
2015-09-05 15:18:32,10633,visit
2015-09-05 15:18:48,10958,visit
2015-09-05 15:19:18,10468,visit
2015-09-05 15:22:03,9405,visit
2015-09-05 15:24:39,12812,signup
2015-09-05 15:29:38,13486,signup
2015-09-05 15:29:41,7388,visit
2015-09-05 15:30:15,9991,visit
2015-09-05 15:34:23,7604,visit
2015-09-05 15:35:21,3398,visit
2015-09-05 15:36:41,12135,signup
2015-09-05 15:36:42,11786,visit
2015-09-05 15:38:42,9805,visit
2015-09-05 15:39:14,9491,visit
2015-09-05 15:41:02,12174,signup
2015-09-05 15:43:09,13260,signup
2015-09-05 15:44:59,12379,signup
2015-09-05 15:47:25,11697,visit
2015-09-05 15:49:27,10946,visit
2015-09-05 15:51:59,6489,visit
2015-09-05 15:52:58,11124,visit
2015-09-05 15:55:05,11278,visit
2015-09-05 15:56:11,12211,signup
2015-09-05 15:57:12,9774,visit
2015-09-05 15:57:13,12926,signup
2015-09-05 15:58:35,4117,visit
2015-09-05 15:59:41,5233,visit
2015-09-05 16:02:28,7584,visit
2015-09-05 16:10:03,9901,visit
2015-09-05 16:11:24,1619,visit
2015-09-05 16:12:32,10506,visit
2015-09-05 16:13:04,13067,signup
2015-09-05 16:14:24,11047,visit
2015-09-05 16:16:36,4474,visit
2015-09-05 16:18:23,5983,visit
2015-09-05 16:19:59,1792,visit
2015-09-05 16:22:10,12909,signup
2015-09-05 16:22:31,3618,visit
2015-09-05 16:22:33,12088,signup
2015-09-05 16:23:54,12996,signup
2015-09-05 16:24:52,8103,visit
2015-09-05 16:24:54,8597,visit
2015-09-05 16:25:04,12053,signup
2015-09-05 16:27:49,6323,visit
2015-09-05 16:30:12,5125,visit
2015-09-05 16:32:00,10986,visit
2015-09-05 16:32:38,6845,visit
2015-09-05 16:35:57,11790,visit
2015-09-05 16:39:09,10499,visit
2015-09-05 16:39:14,10904,visit
2015-09-05 16:39:20,10446,visit
2015-09-05 16:39:48,14011,signup
2015-09-05 16:40:11,11900,visit
2015-09-05 16:41:12,7851,visit
2015-09-05 16:41:56,7911,visit
2015-09-05 16:42:58,3399,visit
2015-09-05 16:46:20,7061,visit
2015-09-05 16:46:46,2431,visit
2015-09-05 16:47:05,1588,visit
2015-09-05 16:47:36,13786,signup
2015-09-05 16:49:49,14067,signup
2015-09-05 16:50:31,13705,signup
2015-09-05 16:51:23,4108,visit
2015-09-05 16:52:08,12533,signup
2015-09-05 16:52:59,3741,visit
2015-09-05 16:54:22,3731,visit
2015-09-05 16:57:01,4801,visit
2015-09-05 17:01:36,13785,signup
2015-09-05 17:02:29,10781,visit
2015-09-05 17:04:11,13707,signup
2015-09-05 17:05:12,6028,visit
2015-09-05 17:05:43,11106,visit
2015-09-05 17:07:14,11298,visit
2015-09-05 17:07:35,13940,signup
2015-09-05 17:08:18,12660,signup
2015-09-05 17:10:08,12109,signup
2015-09-05 17:11:51,2030,visit
2015-09-05 17:13:48,8962,visit
2015-09-05 17:14:44,13607,signup
2015-09-05 17:14:50,10356,visit
2015-09-05 17:16:43,8996,visit
2015-09-05 17:16:49,12119,signup
2015-09-05 17:17:41,12399,signup
2015-09-05 17:24:51,10349,visit
2015-09-05 17:26:00,11381,visit
2015-09-05 17:27:13,1811,visit
2015-09-05 17:31:50,4930,visit
2015-09-05 17:33:22,4533,visit
2015-09-05 17:33:30,12537,signup
2015-09-05 17:35:25,13913,signup
2015-09-05 17:36:25,6571,visit
2015-09-05 17:38:53,13388,signup
2015-09-05 17:41:33,12499,signup
2015-09-05 17:42:31,9128,visit
2015-09-05 17:45:40,10731,visit
2015-09-05 17:46:25,10087,visit
2015-09-05 17:49:25,13107,signup
2015-09-05 17:49:45,13758,signup
2015-09-05 17:50:58,7983,visit
2015-09-05 17:51:49,8426,visit
2015-09-05 17:52:57,9449,visit
2015-09-05 17:55:20,13455,signup
2015-09-05 17:57:51,1863,visit
2015-09-05 17:59:57,13062,signup
2015-09-05 18:00:08,12141,signup
2015-09-05 18:01:30,12840,signup
2015-09-05 18:01:38,13049,signup
2015-09-05 18:03:35,10973,visit
2015-09-05 18:03:43,13022,signup
2015-09-05 18:04:23,11338,visit
2015-09-05 18:04:33,5549,visit
2015-09-05 18:05:02,12027,signup
2015-09-05 18:05:04,9212,visit
2015-09-05 18:07:29,7331,visit
2015-09-05 18:09:55,10206,visit
2015-09-05 18:10:04,8147,visit
2015-09-05 18:13:13,10104,visit
2015-09-05 18:17:12,1350,visit
2015-09-05 18:19:16,12673,signup
2015-09-05 18:20:28,13665,signup
2015-09-05 18:21:10,8175,visit
2015-09-05 18:22:27,11751,visit
2015-09-05 18:23:15,9167,visit
2015-09-05 18:24:21,8926,visit
2015-09-05 18:24:52,13087,signup
2015-09-05 18:25:11,9352,visit
2015-09-05 18:26:11,12584,signup
2015-09-05 18:26:30,9232,visit
2015-09-05 18:30:17,9709,visit
2015-09-05 18:31:27,5416,visit
2015-09-05 18:31:58,13068,signup
2015-09-05 18:35:23,12908,signup
2015-09-05 18:35:41,13540,signup
2015-09-05 18:36:28,11312,visit
2015-09-05 18:37:12,5411,visit
2015-09-05 18:37:50,6471,visit
2015-09-05 18:44:58,14057,signup
2015-09-05 18:45:23,9814,visit
2015-09-05 18:47:05,13513,signup
2015-09-05 18:49:04,13590,signup
2015-09-05 18:52:49,6095,visit
2015-09-05 18:53:02,4311,visit
2015-09-05 18:55:07,2007,visit
2015-09-05 18:58:48,3772,visit
2015-09-05 18:59:49,9854,visit
2015-09-05 19:01:38,7233,visit
2015-09-05 19:01:59,12062,signup
2015-09-05 19:08:36,12431,signup
2015-09-05 19:12:39,14068,signup
2015-09-05 19:13:58,12904,signup
2015-09-05 19:14:06,14026,signup
2015-09-05 19:15:02,11714,visit
2015-09-05 19:15:20,12415,signup
2015-09-05 19:16:54,9777,visit
2015-09-05 19:17:12,8566,visit
2015-09-05 19:17:54,13307,signup
2015-09-05 19:18:15,6960,visit
2015-09-05 19:19:28,11470,visit
2015-09-05 19:20:26,13928,signup
2015-09-05 19:20:28,12008,signup
2015-09-05 19:22:06,13568,signup
2015-09-05 19:24:00,13605,signup
2015-09-05 19:26:15,10509,visit
2015-09-05 19:26:36,12648,signup
2015-09-05 19:27:16,3692,visit
2015-09-05 19:28:16,1585,visit
2015-09-05 19:32:52,7200,visit
2015-09-05 19:35:24,12698,signup
2015-09-05 19:35:29,11180,visit
2015-09-05 19:36:29,9685,visit
2015-09-05 19:37:36,7397,visit
2015-09-05 19:38:01,7150,visit
2015-09-05 19:39:55,13671,signup
2015-09-05 19:41:35,8046,visit
2015-09-05 19:41:42,10906,visit
2015-09-05 19:45:33,3930,visit
2015-09-05 19:50:17,12282,signup
2015-09-05 19:50:33,13439,signup
2015-09-05 19:54:50,7605,visit
2015-09-05 19:55:24,12256,signup
2015-09-05 19:55:49,12784,signup
2015-09-05 20:00:03,13979,signup
2015-09-05 20:01:03,4939,visit
2015-09-05 20:02:48,2605,visit
2015-09-05 20:03:11,12902,signup
2015-09-05 20:08:18,12004,signup
2015-09-05 20:10:57,9238,visit
2015-09-05 20:11:21,11436,visit
2015-09-05 20:19:01,11763,visit
2015-09-05 20:19:59,13351,signup
2015-09-05 20:20:34,12597,signup
2015-09-05 20:20:48,10777,visit
2015-09-05 20:21:30,10748,visit
2015-09-05 20:24:04,11473,visit
2015-09-05 20:25:57,12551,signup
2015-09-05 20:26:00,3514,visit
2015-09-05 20:30:12,9005,visit
2015-09-05 20:31:24,4171,visit
2015-09-05 20:32:31,8573,visit
2015-09-05 20:33:43,13841,signup
2015-09-05 20:34:50,11642,visit
2015-09-05 20:36:15,5775,visit
2015-09-05 20:36:25,2802,visit
2015-09-05 20:36:40,1741,visit
2015-09-05 20:39:11,12394,signup
2015-09-05 20:40:12,3458,visit
2015-09-05 20:42:05,4545,visit
2015-09-05 20:42:38,12727,signup
2015-09-05 20:43:54,2655,visit
2015-09-05 20:45:24,2569,visit
2015-09-05 20:45:37,8132,visit
2015-09-05 20:46:26,7009,visit
2015-09-05 20:47:21,7606,visit
2015-09-05 20:48:10,11496,visit
2015-09-05 20:50:16,13496,signup
2015-09-05 20:50:50,11060,visit
2015-09-05 20:50:51,12058,signup
2015-09-05 20:51:35,12402,signup
2015-09-05 20:52:01,13703,signup
2015-09-05 20:55:51,6936,visit
2015-09-05 20:56:10,13035,signup
2015-09-05 20:56:22,6911,visit
2015-09-05 20:57:19,2286,visit
2015-09-05 20:57:50,14032,signup
2015-09-05 20:58:35,12371,signup
2015-09-05 21:00:37,9224,visit
2015-09-05 21:00:55,4784,visit
2015-09-05 21:01:21,7508,visit
2015-09-05 21:02:38,9903,visit
2015-09-05 21:03:18,10089,visit
2015-09-05 21:06:31,4038,visit
2015-09-05 21:07:18,6223,visit
2015-09-05 21:09:25,5893,visit
2015-09-05 21:10:57,10909,visit
2015-09-05 21:12:11,11599,visit
2015-09-05 21:13:50,12304,signup
2015-09-05 21:14:45,8709,visit
2015-09-05 21:14:46,9644,visit
2015-09-05 21:15:49,12942,signup
2015-09-05 21:18:18,4415,visit
2015-09-05 21:18:41,5900,visit
2015-09-05 21:19:07,12435,signup
2015-09-05 21:20:10,12330,signup
2015-09-05 21:21:14,2223,visit
2015-09-05 21:22:26,13034,signup
2015-09-05 21:24:44,10390,visit
2015-09-05 21:24:58,2867,visit
2015-09-05 21:25:30,13005,signup
2015-09-05 21:26:00,4437,visit
2015-09-05 21:28:43,9771,visit
2015-09-05 21:29:04,11898,visit
2015-09-05 21:29:19,13188,signup
2015-09-05 21:30:56,1971,visit
2015-09-05 21:33:02,10559,visit
2015-09-05 21:33:53,8954,visit
2015-09-05 21:39:42,10084,visit
2015-09-05 21:39:44,12244,signup
2015-09-05 21:42:30,3187,visit
2015-09-05 21:43:08,11401,visit
2015-09-05 21:43:15,3662,visit
2015-09-05 21:44:04,13165,signup
2015-09-05 21:45:43,5712,visit
2015-09-05 21:45:51,10364,visit
2015-09-05 21:47:59,8917,visit
2015-09-05 21:54:20,10294,visit
2015-09-05 21:54:24,11773,visit
2015-09-05 21:54:33,9534,visit
2015-09-05 21:55:33,4054,visit
2015-09-05 21:57:08,12016,signup
2015-09-05 21:58:54,12542,signup
2015-09-05 21:59:41,12821,signup
2015-09-05 22:00:01,13122,signup
2015-09-05 22:02:19,14021,signup
2015-09-05 22:03:47,10114,visit
2015-09-05 22:07:41,14027,signup
2015-09-05 22:08:21,10427,visit
2015-09-05 22:09:00,10497,visit
2015-09-05 22:10:13,5455,visit
2015-09-05 22:10:48,9227,visit
2015-09-05 22:11:26,4085,visit
2015-09-05 22:12:05,6096,visit
2015-09-05 22:13:03,7164,visit
2015-09-05 22:13:38,9987,visit
2015-09-05 22:14:00,7226,visit
2015-09-05 22:14:07,9274,visit
2015-09-05 22:14:12,8967,visit
2015-09-05 22:14:35,13912,signup
2015-09-05 22:16:31,11643,visit
2015-09-05 22:18:33,13967,signup
2015-09-05 22:18:38,10870,visit
2015-09-05 22:23:01,8485,visit
2015-09-05 22:24:07,11633,visit
2015-09-05 22:26:19,13468,signup
2015-09-05 22:27:08,6831,visit
2015-09-05 22:29:42,8817,visit
2015-09-05 22:30:51,13802,signup
2015-09-05 22:39:22,12367,signup
2015-09-05 22:39:29,13550,signup
2015-09-05 22:41:54,12428,signup
2015-09-05 22:42:20,7899,visit
2015-09-05 22:42:36,4996,visit
2015-09-05 22:43:03,1431,visit
2015-09-05 22:44:36,12692,signup
2015-09-05 22:45:15,5565,visit
2015-09-05 22:48:56,12763,signup
2015-09-05 22:49:08,6075,visit
2015-09-05 22:50:18,12020,signup
2015-09-05 22:50:52,12654,signup
2015-09-05 22:51:21,10176,visit
2015-09-05 22:54:50,1957,visit
2015-09-05 22:55:50,6891,visit
2015-09-05 22:56:25,8799,visit
2015-09-05 22:57:16,13263,signup
2015-09-05 23:03:09,4934,visit
2015-09-05 23:04:13,12640,signup
2015-09-05 23:07:15,6254,visit
2015-09-05 23:07:32,10772,visit
2015-09-05 23:09:18,13966,signup
2015-09-05 23:11:14,13624,signup
2015-09-05 23:12:17,10677,visit
2015-09-05 23:14:48,13096,signup
2015-09-05 23:15:18,12870,signup
2015-09-05 23:16:04,8885,visit
2015-09-05 23:18:35,13092,signup
2015-09-05 23:21:35,1938,visit
2015-09-05 23:22:17,11897,visit
2015-09-05 23:22:35,7935,visit
2015-09-05 23:23:50,11870,visit
2015-09-05 23:25:12,9980,visit
2015-09-05 23:26:48,12960,signup
2015-09-05 23:28:49,12569,signup
2015-09-05 23:29:06,12226,signup
2015-09-05 23:29:52,1684,visit
2015-09-05 23:33:22,10209,visit
2015-09-05 23:36:59,1753,visit
2015-09-05 23:44:02,11182,visit
2015-09-05 23:46:17,11396,visit
2015-09-05 23:47:55,8027,visit
2015-09-05 23:48:07,6248,visit
2015-09-05 23:48:32,12242,signup
2015-09-05 23:51:08,11536,visit
2015-09-05 23:52:38,10135,visit
2015-09-05 23:58:31,11442,visit
2015-09-05 23:59:13,13840,signup
2015-09-05 23:59:21,3645,visit
2015-09-06 00:01:00,11089,visit
2015-09-06 00:01:34,1606,visit
2015-09-06 00:06:08,11433,visit
2015-09-06 00:06:23,5295,visit
2015-09-06 00:08:46,3518,visit
2015-09-06 00:09:31,6748,visit
2015-09-06 00:10:40,13314,signup
2015-09-06 00:15:10,10464,visit
2015-09-06 00:16:27,11066,visit
2015-09-06 00:16:41,4539,visit
2015-09-06 00:17:48,12204,signup
2015-09-06 00:20:35,12583,signup
2015-09-06 00:20:55,6973,visit
2015-09-06 00:21:40,11963,visit
2015-09-06 00:23:31,12001,signup
2015-09-06 00:25:48,5822,visit
2015-09-06 00:28:04,3157,visit
2015-09-06 00:29:20,12252,signup
2015-09-06 00:30:28,3228,visit
2015-09-06 00:31:35,6586,visit
2015-09-06 00:32:01,1766,visit
2015-09-06 00:35:54,3421,visit
2015-09-06 00:36:09,7600,visit
2015-09-06 00:41:04,12878,signup
2015-09-06 00:41:28,12015,signup
2015-09-06 00:41:39,11981,signup
2015-09-06 00:45:35,2405,visit
2015-09-06 00:47:07,3052,visit
2015-09-06 00:47:10,7793,visit
2015-09-06 00:49:55,9636,visit
2015-09-06 00:50:03,7943,visit
2015-09-06 00:50:28,11103,visit
2015-09-06 00:51:27,12939,signup
2015-09-06 00:51:42,2746,visit
2015-09-06 00:52:29,12489,signup
2015-09-06 00:56:13,11219,visit
2015-09-06 00:56:36,11667,visit
2015-09-06 00:57:01,11162,visit
2015-09-06 00:57:21,6842,visit
2015-09-06 01:01:37,9799,visit
2015-09-06 01:04:48,11063,visit
2015-09-06 01:07:44,11720,visit
2015-09-06 01:09:23,9800,visit
2015-09-06 01:11:36,11192,visit
2015-09-06 01:11:43,12587,signup
2015-09-06 01:12:26,5181,visit
2015-09-06 01:15:38,10742,visit
2015-09-06 01:15:45,12980,signup
2015-09-06 01:16:29,5332,visit
2015-09-06 01:19:17,9360,visit
2015-09-06 01:19:57,8152,visit
2015-09-06 01:20:23,12611,signup
2015-09-06 01:21:15,1537,visit
2015-09-06 01:22:23,1550,visit
2015-09-06 01:25:01,10489,visit
2015-09-06 01:26:04,11494,visit
2015-09-06 01:30:36,1734,visit
2015-09-06 01:31:20,5149,visit
2015-09-06 01:31:46,6159,visit
2015-09-06 01:34:18,12294,signup
2015-09-06 01:37:11,4244,visit
2015-09-06 01:40:15,13981,signup
2015-09-06 01:41:59,10405,visit
2015-09-06 01:44:05,12012,signup
2015-09-06 01:45:28,4036,visit
2015-09-06 01:47:10,13480,signup
2015-09-06 01:48:40,14127,signup
2015-09-06 01:51:12,10312,visit
2015-09-06 01:52:13,5142,visit
2015-09-06 01:54:27,12476,signup
2015-09-06 01:59:03,11992,signup
2015-09-06 02:04:43,13169,signup
2015-09-06 02:06:34,11179,visit
2015-09-06 02:07:12,12894,signup
2015-09-06 02:07:34,8413,visit
2015-09-06 02:08:25,10502,visit
2015-09-06 02:10:24,5014,visit
2015-09-06 02:12:32,11404,visit
2015-09-06 02:13:00,13838,signup
2015-09-06 02:14:57,10347,visit
2015-09-06 02:16:57,4503,visit
2015-09-06 02:17:07,4796,visit
2015-09-06 02:19:22,11582,visit
2015-09-06 02:19:47,13886,signup
2015-09-06 02:24:04,12889,signup
2015-09-06 02:25:00,9241,visit
2015-09-06 02:25:16,6104,visit
2015-09-06 02:25:17,4840,visit
2015-09-06 02:29:59,12196,signup
2015-09-06 02:33:47,8899,visit
2015-09-06 02:38:17,12054,signup
2015-09-06 02:38:35,11155,visit
2015-09-06 02:41:54,9775,visit
2015-09-06 02:42:27,5284,visit
2015-09-06 02:42:36,12369,signup
2015-09-06 02:42:56,8498,visit
2015-09-06 02:42:57,11416,visit
2015-09-06 02:43:16,13803,signup
2015-09-06 02:43:57,8508,visit
2015-09-06 02:49:25,10315,visit
